,0
24609,1-182523
24610,1-456812
24611,1-318781
24612,1-567185
24613,1-249929
24614,1-492524
24615,1-154689
24616,1-333423
24617,1-3714
24618,1-150302
24619,1-241409
24620,1-299741
24621,1-304675
24622,1-7168
24623,1-474677
24624,1-494305
24625,1-501926
24626,1-181910
24627,1-122044
24628,1-613807
24629,1-588957
24630,1-282871
24631,1-593961
24632,1-415135
24633,1-504054
24634,1-100523
24635,1-79489
24636,1-256819
24637,1-32518
24638,1-101365
24639,1-395668
24640,1-462984
24641,1-485484
24642,1-12244
24643,1-497866
24644,1-372339
24645,1-70172
24646,1-334759
24647,1-591782
24648,1-352356
24649,1-55271
24650,1-272054
24651,1-261091
24652,1-152324
24653,1-519706
24654,1-575737
24655,1-155317
24656,1-429348
24657,1-212811
24658,1-418023
24659,1-144587
24660,1-388447
24661,1-300695
24662,1-130311
24663,1-34335
24664,1-457182
24665,1-22804
24666,1-585869
24667,1-222007
24668,1-184319
24669,1-478098
24670,1-175187
24671,1-450501
24672,1-42274
24673,1-17018
24674,1-78029
24675,1-633287
24676,1-63223
24677,1-304936
24678,1-55956
24679,1-465093
24680,1-420603
24681,1-249695
24682,1-41758
24683,1-114235
24684,1-456761
24685,1-471425
24686,1-539968
24687,1-261639
24688,1-456611
24689,1-456728
24690,1-456742
24691,1-613643
24692,1-565788
24693,1-488586
24694,1-120697
24695,1-441791
24696,1-302968
24697,1-111409
24698,1-294587
24699,1-472283
24700,1-432119
24701,1-358703
24702,1-393245
24703,1-240603
24704,1-11314
24705,1-361833
24706,1-116515
24707,1-543193
24708,1-144163
24709,1-218047
24710,1-32683
24711,1-507585
24712,1-488995
24713,1-358835
24714,1-306582
24715,1-527735
24716,1-143230
24717,1-558325
24718,1-79286
24719,1-611686
24720,1-459556
24721,1-417854
24722,1-516491
24723,1-633058
24724,1-104851
24725,1-209266
24726,1-165551
24727,1-519782
24728,1-353816
24729,1-50305
24730,1-370394
24731,1-638323
24732,1-53020
24733,1-274743
24734,1-594391
24735,1-125539
24736,1-618850
24737,1-209851
24738,1-160195
24739,1-369353
24740,1-42250
24741,1-630445
24742,1-443819
24743,1-329415
24744,1-68875
24745,1-35912
24746,1-638711
24747,1-488596
24748,1-363079
24749,1-613799
24750,1-834
24751,1-607063
24752,1-505239
24753,1-529161
24754,1-483925
24755,1-195690
24756,1-474107
24757,1-51436
24758,1-147318
24759,1-182093
24760,1-149572
24761,1-492606
24762,1-588831
24763,1-541323
24764,1-535032
24765,1-221662
24766,1-456589
24767,1-441579
24768,1-432704
24769,1-210112
24770,1-41597
24771,1-528264
24772,1-57572
24773,1-410019
24774,1-529096
24775,1-155202
24776,1-508547
24777,1-351064
24778,1-492993
24779,1-463337
24780,1-492387
24781,1-267603
24782,1-73464
24783,1-469481
24784,1-419091
24785,1-2456
24786,1-437274
24787,1-102135
24788,1-601919
24789,1-325866
24790,1-452236
24791,1-265758
24792,1-633225
24793,1-118034
24794,1-533729
24795,1-385135
24796,1-96483
24797,1-298361
24798,1-358784
24799,1-73363
24800,1-453546
24801,1-392865
24802,1-504659
24803,1-340104
24804,1-613211
24805,1-451703
24806,1-207831
24807,1-355698
24808,1-456345
24809,1-154986
24810,1-635503
24811,1-236952
24812,1-443943
24813,1-140703
24814,1-397155
24815,1-258804
24816,1-167336
24817,1-210403
24818,1-539735
24819,1-285824
24820,1-356578
24821,1-534609
24822,1-633256
24823,1-63779
24824,1-631727
24825,1-92677
24826,1-69245
24827,1-428026
24828,1-297540
24829,1-473843
24830,1-507069
24831,1-23647
24832,1-803
24833,1-639541
24834,1-271708
24835,1-268786
24836,1-576198
24837,1-546409
24838,1-601964
24839,1-161331
24840,1-152073
24841,1-455650
24842,1-75804
24843,1-157540
24844,1-30196
24845,1-176928
24846,1-548136
24847,1-97312
24848,1-340083
24849,1-443945
24850,1-563951
24851,1-76030
24852,1-627910
24853,1-606279
24854,1-407398
24855,1-624159
24856,1-92603
24857,1-456594
24858,1-381723
24859,1-162262
24860,1-141740
24861,1-86104
24862,1-398109
24863,1-565393
24864,1-88816
24865,1-452902
24866,1-541902
24867,1-54839
24868,1-209729
24869,1-407292
24870,1-143265
24871,1-485667
24872,1-82909
24873,1-526486
24874,1-40710
24875,1-363493
24876,1-322507
24877,1-548157
24878,1-135130
24879,1-353089
24880,1-452119
24881,1-149631
24882,1-88983
24883,1-451309
24884,1-168436
24885,1-520503
24886,1-474529
24887,1-477200
24888,1-155296
24889,1-336005
24890,1-363649
24891,1-316583
24892,1-157799
24893,1-421889
24894,1-257198
24895,1-22865
24896,1-475811
24897,1-260541
24898,1-84899
24899,1-46127
24900,1-455684
24901,1-508022
24902,1-101165
24903,1-339166
24904,1-275741
24905,1-436955
24906,1-100177
24907,1-312779
24908,1-465066
24909,1-87864
24910,1-365609
24911,1-112872
24912,1-373219
24913,1-130432
24914,1-591474
24915,1-290015
24916,1-356038
24917,1-250784
24918,1-102311
24919,1-439440
24920,1-438171
24921,1-30434
24922,1-123178
24923,1-211944
24924,1-294645
24925,1-134062
24926,1-419883
24927,1-284085
24928,1-354678
24929,1-404391
24930,1-327574
24931,1-335949
24932,1-412444
24933,1-195845
24934,1-409674
24935,1-491229
24936,1-32851
24937,1-574641
24938,1-82618
24939,1-162338
24940,1-251019
24941,1-32368
24942,1-604873
24943,1-451270
24944,1-112474
24945,1-171403
24946,1-492659
24947,1-135255
24948,1-40936
24949,1-41260
24950,1-616733
24951,1-495390
24952,1-592365
24953,1-266730
24954,1-438395
24955,1-288640
24956,1-458448
24957,1-144441
24958,1-550845
24959,1-356110
24960,1-638760
24961,1-156912
24962,1-423388
24963,1-210961
24964,1-262094
24965,1-261217
24966,1-540061
24967,1-155920
24968,1-383753
24969,1-37409
24970,1-78291
24971,1-274007
24972,1-107452
24973,1-468320
24974,1-166134
24975,1-537202
24976,1-387086
24977,1-465672
24978,1-494816
24979,1-274072
24980,1-433592
24981,1-320655
24982,1-424339
24983,1-8364
24984,1-315063
24985,1-416039
24986,1-620577
24987,1-116705
24988,1-104510
24989,1-112362
24990,1-385091
24991,1-628495
24992,1-456989
24993,1-416869
24994,1-36970
24995,1-374963
24996,1-231470
24997,1-232909
24998,1-484874
24999,1-86218
25000,1-12467
25001,1-154111
25002,1-7524
25003,1-499556
25004,1-184308
25005,1-59741
25006,1-497157
25007,1-605544
25008,1-178027
25009,1-419481
25010,1-565950
25011,1-247739
25012,1-593544
25013,1-624607
25014,1-212396
25015,1-545767
25016,1-32984
25017,1-38033
25018,1-118664
25019,1-341255
25020,1-389613
25021,1-17596
25022,1-189860
25023,1-519825
25024,1-438417
25025,1-558160
25026,1-64975
25027,1-217041
25028,1-396653
25029,1-167356
25030,1-329615
25031,1-30292
25032,1-248111
25033,1-333708
25034,1-30569
25035,1-101769
25036,1-309408
25037,1-351746
25038,1-53660
25039,1-459482
25040,1-339964
25041,1-585333
25042,1-87896
25043,1-325994
25044,1-301327
25045,1-483803
25046,1-146605
25047,1-137795
25048,1-77522
25049,1-520820
25050,1-100139
25051,1-137298
25052,1-456952
25053,1-356452
25054,1-101770
25055,1-82375
25056,1-6166
25057,1-179246
25058,1-102278
25059,1-36698
25060,1-236802
25061,1-281678
25062,1-422340
25063,1-97970
25064,1-451533
25065,1-357277
25066,1-307070
25067,1-322581
25068,1-456385
25069,1-123041
25070,1-313283
25071,1-491233
25072,1-457932
25073,1-407366
25074,1-548653
25075,1-404611
25076,1-221972
25077,1-389309
25078,1-271166
25079,1-154809
25080,1-66619
25081,1-275338
25082,1-629131
25083,1-519393
25084,1-35251
25085,1-199822
25086,1-48095
25087,1-66403
25088,1-34678
25089,1-385131
25090,1-456764
25091,1-62940
25092,1-271379
25093,1-8543
25094,1-639823
25095,1-240509
25096,1-308170
25097,1-560758
25098,1-239693
25099,1-5227
25100,1-456630
25101,1-494072
25102,1-419496
25103,1-574748
25104,1-473542
25105,1-61276
25106,1-483458
25107,1-633575
25108,1-518033
25109,1-597040
25110,1-123731
25111,1-118379
25112,1-64209
25113,1-53916
25114,1-383489
25115,1-70867
25116,1-225199
25117,1-230956
25118,1-369638
25119,1-55648
25120,1-575741
25121,1-45112
25122,1-470929
25123,1-473708
25124,1-412958
25125,1-64227
25126,1-236268
25127,1-37201
25128,1-189311
25129,1-61984
25130,1-456773
25131,1-535060
25132,1-491308
25133,1-535400
25134,1-247164
25135,1-591696
25136,1-329203
25137,1-108127
25138,1-147815
25139,1-180757
25140,1-88498
25141,1-43349
25142,1-592693
25143,1-402946
25144,1-592440
25145,1-264886
25146,1-500310
25147,1-10509
25148,1-591689
25149,1-37980
25150,1-476501
25151,1-353521
25152,1-283420
25153,1-439924
25154,1-471041
25155,1-138819
25156,1-118418
25157,1-536805
25158,1-476794
25159,1-112338
25160,1-68318
25161,1-493321
25162,1-425739
25163,1-154088
25164,1-464313
25165,1-298864
25166,1-638710
25167,1-62563
25168,1-632780
25169,1-14378
25170,1-539274
25171,1-413964
25172,1-371551
25173,1-245686
25174,1-225061
25175,1-109356
25176,1-82733
25177,1-278490
25178,1-129343
25179,1-161237
25180,1-429622
25181,1-529272
25182,1-225694
25183,1-37036
25184,1-502384
25185,1-120050
25186,1-144637
25187,1-379410
25188,1-559370
25189,1-358185
25190,1-50292
25191,1-523663
25192,1-439274
25193,1-464576
25194,1-371796
25195,1-88617
25196,1-517525
25197,1-624169
25198,1-146904
25199,1-113025
25200,1-239330
25201,1-10915
25202,1-611163
25203,1-247758
25204,1-405310
25205,1-317823
25206,1-176647
25207,1-237481
25208,1-144180
25209,1-124407
25210,1-605746
25211,1-588291
25212,1-605955
25213,1-120892
25214,1-37769
25215,1-357722
25216,1-60446
25217,1-531870
25218,1-339982
25219,1-256210
25220,1-225816
25221,1-762
25222,1-43672
25223,1-210864
25224,1-462235
25225,1-336206
25226,1-43589
25227,1-79490
25228,1-473764
25229,1-419231
25230,1-61448
25231,1-208052
25232,1-124567
25233,1-512695
25234,1-429398
25235,1-473773
25236,1-499519
25237,1-424842
25238,1-353988
25239,1-149593
25240,1-314817
25241,1-593971
25242,1-301272
25243,1-239690
25244,1-121413
25245,1-242096
25246,1-525607
25247,1-82718
25248,1-383648
25249,1-84000
25250,1-418764
25251,1-465113
25252,1-467141
25253,1-165840
25254,1-141412
25255,1-455713
25256,1-456322
25257,1-632641
25258,1-209823
25259,1-347891
25260,1-298845
25261,1-527295
25262,1-26768
25263,1-186555
25264,1-443807
25265,1-369497
25266,1-266745
25267,1-154256
25268,1-476017
25269,1-631959
25270,1-565549
25271,1-489084
25272,1-338
25273,1-369712
25274,1-362086
25275,1-370001
25276,1-524824
25277,1-417331
25278,1-317938
25279,1-245456
25280,1-47224
25281,1-454745
25282,1-31444
25283,1-249703
25284,1-533401
25285,1-63240
25286,1-61142
25287,1-634144
25288,1-415871
25289,1-47377
25290,1-347484
25291,1-325456
25292,1-104535
25293,1-455280
25294,1-200241
25295,1-575104
25296,1-38103
25297,1-491475
25298,1-232851
25299,1-247661
25300,1-397639
25301,1-61134
25302,1-154708
25303,1-187994
25304,1-509264
25305,1-222701
25306,1-429876
25307,1-638751
25308,1-472236
25309,1-406437
25310,1-195175
25311,1-295129
25312,1-447953
25313,1-72289
25314,1-440709
25315,1-605492
25316,1-436703
25317,1-183354
25318,1-48871
25319,1-201318
25320,1-262830
25321,1-347183
25322,1-236669
25323,1-390973
25324,1-91919
25325,1-551165
25326,1-321582
25327,1-68920
25328,1-438368
25329,1-26536
25330,1-481234
25331,1-300699
25332,1-471128
25333,1-495473
25334,1-488026
25335,1-399491
25336,1-621461
25337,1-86110
25338,1-373040
25339,1-302527
25340,1-283522
25341,1-82647
25342,1-341181
25343,1-498147
25344,1-460325
25345,1-173478
25346,1-614850
25347,1-461274
25348,1-267157
25349,1-245176
25350,1-129596
25351,1-267598
25352,1-369870
25353,1-35900
25354,1-615615
25355,1-350260
25356,1-446411
25357,1-609900
25358,1-276263
25359,1-232157
25360,1-87751
25361,1-198949
25362,1-152567
25363,1-304216
25364,1-360267
25365,1-403682
25366,1-100605
25367,1-442619
25368,1-102803
25369,1-295190
25370,1-261035
25371,1-347925
25372,1-541711
25373,1-626292
25374,1-226156
25375,1-313335
25376,1-427589
25377,1-584650
25378,1-201798
25379,1-524939
25380,1-410547
25381,1-369672
25382,1-524131
25383,1-494244
25384,1-471632
25385,1-379503
25386,1-455744
25387,1-417350
25388,1-349972
25389,1-467806
25390,1-450826
25391,1-128462
25392,1-567262
25393,1-584637
25394,1-512269
25395,1-144069
25396,1-92
25397,1-494137
25398,1-339747
25399,1-529417
25400,1-347372
25401,1-117084
25402,1-56976
25403,1-474414
25404,1-616660
25405,1-276434
25406,1-574824
25407,1-459136
25408,1-605026
25409,1-539374
25410,1-337492
25411,1-359032
25412,1-333991
25413,1-328719
25414,1-74672
25415,1-281714
25416,1-340424
25417,1-415452
25418,1-155377
25419,1-33739
25420,1-488450
25421,1-495295
25422,1-260852
25423,1-443978
25424,1-469785
25425,1-535111
25426,1-342686
25427,1-592827
25428,1-606955
25429,1-536998
25430,1-267455
25431,1-301181
25432,1-551011
25433,1-29388
25434,1-488304
25435,1-35952
25436,1-217215
25437,1-454940
25438,1-329232
25439,1-621188
25440,1-611966
25441,1-279086
25442,1-325918
25443,1-435040
25444,1-223967
25445,1-454927
25446,1-122125
25447,1-168388
25448,1-36559
25449,1-456658
25450,1-429805
25451,1-443293
25452,1-387106
25453,1-422686
25454,1-26406
25455,1-586218
25456,1-335434
25457,1-74772
25458,1-150586
25459,1-453162
25460,1-471213
25461,1-252766
25462,1-343793
25463,1-504044
25464,1-263283
25465,1-37396
25466,1-410430
25467,1-123603
25468,1-153360
25469,1-271993
25470,1-495468
25471,1-166919
25472,1-510739
25473,1-474302
25474,1-357996
25475,1-391785
25476,1-237213
25477,1-475080
25478,1-183449
25479,1-548912
25480,1-102424
25481,1-210383
25482,1-454888
25483,1-605215
25484,1-531566
25485,1-96353
25486,1-601577
25487,1-405457
25488,1-363769
25489,1-303256
25490,1-445093
25491,1-390958
25492,1-375502
25493,1-390232
25494,1-61949
25495,1-262354
25496,1-173507
25497,1-311666
25498,1-223500
25499,1-484109
25500,1-538922
25501,1-195359
25502,1-631877
25503,1-38008
25504,1-228167
25505,1-419992
25506,1-491218
25507,1-152316
25508,1-31212
25509,1-156745
25510,1-444734
25511,1-327818
25512,1-395528
25513,1-378479
25514,1-104203
25515,1-270321
25516,1-634763
25517,1-593065
25518,1-404252
25519,1-481824
25520,1-605571
25521,1-335460
25522,1-455185
25523,1-103066
25524,1-594429
25525,1-466375
25526,1-160131
25527,1-83083
25528,1-327444
25529,1-584801
25530,1-387802
25531,1-484600
25532,1-118326
25533,1-37198
25534,1-484805
25535,1-197552
25536,1-484643
25537,1-96659
25538,1-417725
25539,1-565220
25540,1-589971
25541,1-447974
25542,1-230090
25543,1-354516
25544,1-101985
25545,1-420617
25546,1-274230
25547,1-35299
25548,1-219568
25549,1-219936
25550,1-593381
25551,1-634610
25552,1-228074
25553,1-145397
25554,1-371790
25555,1-371782
25556,1-493269
25557,1-250894
25558,1-366486
25559,1-424631
25560,1-519907
25561,1-470304
25562,1-593505
25563,1-48805
25564,1-585223
25565,1-532455
25566,1-520547
25567,1-218096
25568,1-374514
25569,1-391158
25570,1-638343
25571,1-497237
25572,1-341017
25573,1-35268
25574,1-462966
25575,1-295681
25576,1-35655
25577,1-565019
25578,1-230173
25579,1-220050
25580,1-277987
25581,1-1907
25582,1-444944
25583,1-635646
25584,1-406362
25585,1-117771
25586,1-367648
25587,1-208386
25588,1-274255
25589,1-188427
25590,1-165779
25591,1-559224
25592,1-454897
25593,1-239732
25594,1-183507
25595,1-150472
25596,1-486166
25597,1-498769
25598,1-49964
25599,1-558143
25600,1-153339
25601,1-171557
25602,1-253024
25603,1-135030
25604,1-629618
25605,1-507305
25606,1-74661
25607,1-617759
25608,1-371346
25609,1-362970
25610,1-465151
25611,1-443171
25612,1-499679
25613,1-280716
25614,1-150467
25615,1-118977
25616,1-78117
25617,1-357533
25618,1-593804
25619,1-411516
25620,1-496314
25621,1-565394
25622,1-369561
25623,1-167360
25624,1-559160
25625,1-623768
25626,1-189473
25627,1-129075
25628,1-108054
25629,1-465604
25630,1-160690
25631,1-216351
25632,1-400881
25633,1-260783
25634,1-163987
25635,1-225588
25636,1-499636
25637,1-227132
25638,1-82710
25639,1-322974
25640,1-279279
25641,1-443651
25642,1-614863
25643,1-180981
25644,1-83359
25645,1-151120
25646,1-605967
25647,1-232770
25648,1-490217
25649,1-350358
25650,1-99770
25651,1-59774
25652,1-434618
25653,1-360395
25654,1-534659
25655,1-323303
25656,1-219829
25657,1-623792
25658,1-454465
25659,1-455631
25660,1-304217
25661,1-494248
25662,1-406688
25663,1-536852
25664,1-311753
25665,1-325389
25666,1-475236
25667,1-137987
25668,1-326897
25669,1-259806
25670,1-147349
25671,1-558592
25672,1-400722
25673,1-232512
25674,1-327579
25675,1-278075
25676,1-256125
25677,1-117635
25678,1-228245
25679,1-485669
25680,1-23485
25681,1-135244
25682,1-281312
25683,1-409270
25684,1-190560
25685,1-285066
25686,1-460912
25687,1-489542
25688,1-40308
25689,1-60014
25690,1-50515
25691,1-608709
25692,1-38368
25693,1-1894
25694,1-307808
25695,1-104810
25696,1-515876
25697,1-593746
25698,1-535009
25699,1-427813
25700,1-462692
25701,1-622607
25702,1-27680
25703,1-364269
25704,1-92670
25705,1-505597
25706,1-20565
25707,1-626589
25708,1-397945
25709,1-326332
25710,1-576181
25711,1-360561
25712,1-125305
25713,1-33847
25714,1-544310
25715,1-310849
25716,1-456810
25717,1-123729
25718,1-53897
25719,1-374107
25720,1-183745
25721,1-32745
25722,1-301674
25723,1-426198
25724,1-230767
25725,1-495375
25726,1-464803
25727,1-504282
25728,1-625903
25729,1-117658
25730,1-345480
25731,1-153332
25732,1-67671
25733,1-38298
25734,1-251871
25735,1-409652
25736,1-133950
25737,1-304366
25738,1-82850
25739,1-228438
25740,1-97016
25741,1-401725
25742,1-30772
25743,1-122708
25744,1-364539
25745,1-14162
25746,1-449436
25747,1-280843
25748,1-542318
25749,1-368887
25750,1-543902
25751,1-182954
25752,1-608712
25753,1-366839
25754,1-73365
25755,1-223381
25756,1-522749
25757,1-341309
25758,1-544915
25759,1-333824
25760,1-48841
25761,1-441923
25762,1-244271
25763,1-449914
25764,1-548458
25765,1-66705
25766,1-466491
25767,1-271240
25768,1-380874
25769,1-626395
25770,1-2307
25771,1-397985
25772,1-92537
25773,1-456976
25774,1-42660
25775,1-456656
25776,1-633545
25777,1-392976
25778,1-467380
25779,1-188218
25780,1-39493
25781,1-497979
25782,1-481390
25783,1-313385
25784,1-358710
25785,1-265814
25786,1-438558
25787,1-299757
25788,1-516412
25789,1-633507
25790,1-178443
25791,1-594641
25792,1-235508
25793,1-443667
25794,1-156421
25795,1-354477
25796,1-512669
25797,1-451006
25798,1-484546
25799,1-524410
25800,1-346491
25801,1-77704
25802,1-12027
25803,1-273022
25804,1-332498
25805,1-631860
25806,1-569225
25807,1-396726
25808,1-249736
25809,1-524708
25810,1-523398
25811,1-588312
25812,1-269102
25813,1-294261
25814,1-564287
25815,1-35078
25816,1-411287
25817,1-166621
25818,1-449258
25819,1-295147
25820,1-184423
25821,1-333500
25822,1-394750
25823,1-435770
25824,1-452381
25825,1-317497
25826,1-383608
25827,1-523872
25828,1-322240
25829,1-389238
25830,1-421238
25831,1-260116
25832,1-189083
25833,1-304213
25834,1-137875
25835,1-261008
25836,1-510371
25837,1-521091
25838,1-138535
25839,1-470208
25840,1-479689
25841,1-620905
25842,1-223785
25843,1-94785
25844,1-301672
25845,1-406426
25846,1-452993
25847,1-253462
25848,1-482263
25849,1-153207
25850,1-442154
25851,1-436648
25852,1-612047
25853,1-173482
25854,1-441406
25855,1-548456
25856,1-362406
25857,1-124319
25858,1-281234
25859,1-426814
25860,1-380000
25861,1-472668
25862,1-98788
25863,1-70749
25864,1-105912
25865,1-133946
25866,1-421541
25867,1-279329
25868,1-363105
25869,1-81637
25870,1-19819
25871,1-35720
25872,1-430639
25873,1-220910
25874,1-382459
25875,1-500198
25876,1-503359
25877,1-465071
25878,1-32697
25879,1-567511
25880,1-316138
25881,1-32845
25882,1-83753
25883,1-380264
25884,1-217674
25885,1-113208
25886,1-135152
25887,1-483976
25888,1-151264
25889,1-3759
25890,1-364409
25891,1-64210
25892,1-556691
25893,1-161908
25894,1-518183
25895,1-301637
25896,1-3343
25897,1-398160
25898,1-9199
25899,1-159682
25900,1-574817
25901,1-529289
25902,1-102825
25903,1-454812
25904,1-44801
25905,1-201561
25906,1-425989
25907,1-23229
25908,1-44974
25909,1-398690
25910,1-149454
25911,1-204372
25912,1-341846
25913,1-114590
25914,1-397441
25915,1-82397
25916,1-523032
25917,1-257903
25918,1-568695
25919,1-614739
25920,1-43528
25921,1-615807
25922,1-180900
25923,1-96953
25924,1-254461
25925,1-353733
25926,1-230467
25927,1-134597
25928,1-308833
25929,1-504180
25930,1-390560
25931,1-219215
25932,1-633994
25933,1-317967
25934,1-47963
25935,1-411520
25936,1-623501
25937,1-74275
25938,1-465377
25939,1-491600
25940,1-474974
25941,1-51727
25942,1-274637
25943,1-118223
25944,1-355220
25945,1-277328
25946,1-354290
25947,1-470003
25948,1-301771
25949,1-182803
25950,1-42082
25951,1-259584
25952,1-237593
25953,1-199632
25954,1-96916
25955,1-76133
25956,1-497304
25957,1-199368
25958,1-395295
25959,1-387081
25960,1-473464
25961,1-102837
25962,1-196053
25963,1-141843
25964,1-33889
25965,1-130372
25966,1-15951
25967,1-507725
25968,1-474919
25969,1-373717
25970,1-36447
25971,1-356672
25972,1-126150
25973,1-633145
25974,1-12642
25975,1-352903
25976,1-520165
25977,1-378729
25978,1-188076
25979,1-100116
25980,1-515485
25981,1-258306
25982,1-338934
25983,1-37213
25984,1-456721
25985,1-255916
25986,1-223464
25987,1-481184
25988,1-506579
25989,1-301471
25990,1-266647
25991,1-631530
25992,1-542600
25993,1-421515
25994,1-234408
25995,1-387952
25996,1-493337
25997,1-129229
25998,1-222897
25999,1-72950
26000,1-164872
26001,1-447479
26002,1-239824
26003,1-605795
26004,1-235848
26005,1-197044
26006,1-585593
26007,1-440638
26008,1-456399
26009,1-306791
26010,1-603204
26011,1-545980
26012,1-520469
26013,1-251458
26014,1-135157
26015,1-124474
26016,1-29409
26017,1-165411
26018,1-384936
26019,1-545662
26020,1-398641
26021,1-81118
26022,1-441804
26023,1-416794
26024,1-349098
26025,1-356466
26026,1-400585
26027,1-495795
26028,1-101984
26029,1-543446
26030,1-415633
26031,1-626213
26032,1-460686
26033,1-421811
26034,1-27461
26035,1-277533
26036,1-78361
26037,1-120074
26038,1-85521
26039,1-351415
26040,1-100906
26041,1-187394
26042,1-381940
26043,1-334667
26044,1-61727
26045,1-398515
26046,1-30910
26047,1-435612
26048,1-444018
26049,1-242073
26050,1-319474
26051,1-135557
26052,1-342993
26053,1-404045
26054,1-402231
26055,1-549185
26056,1-458817
26057,1-475520
26058,1-523054
26059,1-593466
26060,1-79095
26061,1-616583
26062,1-566153
26063,1-67194
26064,1-14517
26065,1-427112
26066,1-93640
26067,1-31580
26068,1-249190
26069,1-336432
26070,1-264510
26071,1-472118
26072,1-457869
26073,1-76209
26074,1-56270
26075,1-135193
26076,1-314386
26077,1-336233
26078,1-428301
26079,1-130123
26080,1-593833
26081,1-120538
26082,1-478189
26083,1-493265
26084,1-245458
26085,1-326500
26086,1-422281
26087,1-127018
26088,1-495735
26089,1-558248
26090,1-250607
26091,1-201916
26092,1-257366
26093,1-135535
26094,1-494252
26095,1-36045
26096,1-69282
26097,1-526588
26098,1-445042
26099,1-535367
26100,1-633709
26101,1-378373
26102,1-54576
26103,1-632538
26104,1-364167
26105,1-37338
26106,1-459729
26107,1-523546
26108,1-38528
26109,1-558130
26110,1-624370
26111,1-197398
26112,1-105522
26113,1-506502
26114,1-103728
26115,1-306583
26116,1-376837
26117,1-489853
26118,1-265180
26119,1-535390
26120,1-492036
26121,1-350428
26122,1-327891
26123,1-129000
26124,1-548617
26125,1-456434
26126,1-453182
26127,1-121773
26128,1-405999
26129,1-349882
26130,1-316277
26131,1-602195
26132,1-145080
26133,1-456628
26134,1-220354
26135,1-462853
26136,1-492852
26137,1-52284
26138,1-528907
26139,1-178824
26140,1-173622
26141,1-258617
26142,1-431436
26143,1-334510
26144,1-38856
26145,1-512442
26146,1-167717
26147,1-604791
26148,1-61408
26149,1-303871
26150,1-149678
26151,1-402656
26152,1-7975
26153,1-60604
26154,1-90984
26155,1-424651
26156,1-447402
26157,1-613138
26158,1-596366
26159,1-37973
26160,1-206702
26161,1-24652
26162,1-256647
26163,1-505280
26164,1-351046
26165,1-256185
26166,1-455346
26167,1-415931
26168,1-494418
26169,1-196091
26170,1-157879
26171,1-570482
26172,1-148320
26173,1-392009
26174,1-135101
26175,1-575284
26176,1-36098
26177,1-581301
26178,1-333220
26179,1-359484
26180,1-500335
26181,1-494388
26182,1-205225
26183,1-630029
26184,1-232084
26185,1-42626
26186,1-158626
26187,1-210020
26188,1-29159
26189,1-274056
26190,1-463165
26191,1-18075
26192,1-345416
26193,1-433392
26194,1-402198
26195,1-415955
26196,1-103901
26197,1-302231
26198,1-506800
26199,1-515574
26200,1-489027
26201,1-225612
26202,1-538427
26203,1-120269
26204,1-594230
26205,1-616036
26206,1-25746
26207,1-418462
26208,1-456916
26209,1-229862
26210,1-300625
26211,1-244450
26212,1-265849
26213,1-156557
26214,1-530107
26215,1-61513
26216,1-154376
26217,1-327875
26218,1-515716
26219,1-555212
26220,1-474383
26221,1-122334
26222,1-353345
26223,1-535005
26224,1-342509
26225,1-35926
26226,1-36874
26227,1-244607
26228,1-1955
26229,1-241114
26230,1-442974
26231,1-86954
26232,1-28102
26233,1-591253
26234,1-155101
26235,1-367574
26236,1-184688
26237,1-294140
26238,1-413676
26239,1-185424
26240,1-209684
26241,1-455654
26242,1-163352
26243,1-126452
26244,1-139229
26245,1-165645
26246,1-225617
26247,1-526318
26248,1-102785
26249,1-70219
26250,1-57860
26251,1-495613
26252,1-402912
26253,1-333201
26254,1-282450
26255,1-504352
26256,1-184073
26257,1-361059
26258,1-425429
26259,1-238474
26260,1-356604
26261,1-605419
26262,1-176448
26263,1-345517
26264,1-326095
26265,1-32690
26266,1-591279
26267,1-448565
26268,1-398172
26269,1-517933
26270,1-33745
26271,1-631553
26272,1-220456
26273,1-340340
26274,1-329341
26275,1-82744
26276,1-546176
26277,1-157806
26278,1-629658
26279,1-570629
26280,1-416491
26281,1-593107
26282,1-64255
26283,1-316865
26284,1-542414
26285,1-602642
26286,1-255415
26287,1-615167
26288,1-609067
26289,1-113
26290,1-390317
26291,1-234859
26292,1-200771
26293,1-270206
26294,1-593735
26295,1-512629
26296,1-41974
26297,1-144128
26298,1-488712
26299,1-416589
26300,1-99782
26301,1-503520
26302,1-162523
26303,1-570555
26304,1-121532
26305,1-575215
26306,1-399016
26307,1-222322
26308,1-463648
26309,1-614114
26310,1-166646
26311,1-620121
26312,1-608938
26313,1-453771
26314,1-82381
26315,1-126517
26316,1-156755
26317,1-556492
26318,1-447758
26319,1-436087
26320,1-542607
26321,1-397146
26322,1-406654
26323,1-523822
26324,1-5778
26325,1-621863
26326,1-603941
26327,1-569138
26328,1-633587
26329,1-228670
26330,1-498168
26331,1-125740
26332,1-326068
26333,1-180623
26334,1-233574
26335,1-282527
26336,1-631982
26337,1-321780
26338,1-640879
26339,1-252989
26340,1-334266
26341,1-454896
26342,1-447457
26343,1-492408
26344,1-539653
26345,1-25241
26346,1-453240
26347,1-626762
26348,1-278834
26349,1-341473
26350,1-543201
26351,1-347453
26352,1-268986
26353,1-177595
26354,1-519762
26355,1-187756
26356,1-273933
26357,1-220996
26358,1-613155
